Device,Device,Device,Device,Device,Device,Device,Device
ECG LL-RA,ECG LL-RA,ECG Vx-RL,ECG Vx-RL,Timestamp,Timestamp,ECG LA-RA,ECG LA-RA
RAW,CAL,CAL,RAW,CAL,RAW,RAW,CAL
No Units,mV,mV,No Units,mSecs,No Units,No Units,mV
-1575,-14.54016236,-0.027695547,-3,1173.828125,38464,-1039,-9.591891232
-1571,-14.50323496,-0.018463698,-2,1177.734375,38592,-1045,-9.647282327
-1574,-14.53093051,-0.073854793,-8,1181.640625,38720,-1046,-9.656514176
-1586,-14.6417127,-0.5262154,-57,1185.546875,38848,-1057,-9.758064516
-1580,-14.5863216,-0.470824305,-51,1189.453125,38976,-1063,-9.813455611
-1565,-14.44784387,-0.036927396,-4,1193.359375,39104,-1031,-9.518036439
-1576,-14.54939421,-0.009231849,-1,1197.265625,39232,-1053,-9.72113712
-1577,-14.55862606,-0.230796228,-25,1201.171875,39360,-1050,-9.693441572
-1577,-14.55862606,-0.452360607,-49,1205.078125,39488,-1057,-9.758064516
-1575,-14.54016236,-0.230796228,-25,1208.984375,39616,-1049,-9.684209723
-1566,-14.45707572,-0.10155034,-11,1212.890625,39744,-1041,-9.61035493
-1572,-14.51246681,-0.286187323,-31,1216.796875,39872,-1051,-9.702673421
-1578,-14.56785791,-0.138477737,-15,1220.703125,40000,-1056,-9.748832667
-1581,-14.59555345,-0.516983551,-56,1224.609375,40128,-1063,-9.813455611
-1567,-14.46630757,-0.221564379,-24,1228.515625,40256,-1048,-9.674977874
-1561,-14.41091647,-0.009231849,-1,1232.421875,40384,-1045,-9.647282327
-1575,-14.54016236,-0.073854793,-8,1236.328125,40512,-1055,-9.739600818
-1562,-14.42014832,-0.009231849,-1,1240.234375,40640,-1042,-9.619586779
-1571,-14.50323496,-0.267723624,-29,1244.140625,40768,-1055,-9.739600818
-1566,-14.45707572,-0.120014039,-13,1248.046875,40896,-1044,-9.638050478
-1559,-14.39245277,-0.092318491,-10,1251.953125,41024,-1046,-9.656514176
-1563,-14.42938017,-0.018463698,-2,1255.859375,41152,-1046,-9.656514176
-1577,-14.55862606,-0.009231849,-1,1259.765625,41280,-1051,-9.702673421
-1575,-14.54016236,-0.452360607,-49,1263.671875,41408,-1057,-9.758064516
-1569,-14.48477126,-0.018463698,-2,1267.578125,41536,-1042,-9.619586779
-1571,-14.50323496,-0.147709586,-16,1271.484375,41664,-1040,-9.601123081
-1582,-14.6047853,-0.295419172,-32,1275.390625,41792,-1046,-9.656514176
-1576,-14.54939421,-0.018463698,-2,1279.296875,41920,-1042,-9.619586779
-1586,-14.6417127,-0.295419172,-32,1283.203125,42048,-1057,-9.758064516
-1577,-14.55862606,-0.184636982,-20,1287.109375,42176,-1047,-9.665746025
-1579,-14.57708975,-0.286187323,-31,1291.015625,42304,-1046,-9.656514176
-1580,-14.5863216,-0.147709586,-16,1294.921875,42432,-1041,-9.61035493
-1583,-14.61401715,-0.073854793,-8,1298.828125,42560,-1046,-9.656514176
-1591,-14.68787194,-0.009231849,-1,1302.734375,42688,-1057,-9.758064516
-1585,-14.63248085,-0.046159246,-5,1306.640625,42816,-1045,-9.647282327
-1581,-14.59555345,-0.009231849,-1,1310.546875,42944,-1045,-9.647282327
